tick,wall_time_unix,wall_time_iso,dt_since_start_s,log_line_age_s,mode,j1_deg,j2_deg,v_j1_deg_per_tick,v_j2_deg_per_tick,cx_norm,cy_norm,raw_log_line
0,1776985727.602733,2026-04-23T23:08:47.602733Z,0.18213725090026855,,,,,,,,,
1,1776985727.7995481,2026-04-23T23:08:47.799548Z,0.3789525032043457,,,,,,,,,
2,1776985728.011455,2026-04-23T23:08:48.011455Z,0.5908594131469727,0.020672082901000977,COAST,-17.08,-91.31,-0.01,0.0,,,"[COAST] j1=-17.08 j2=-91.31 v=(-0.010,+0.000) (cx=nan, cy=nan)"
3,1776985728.1989636,2026-04-23T23:08:48.198964Z,0.7783679962158203,0.20818066596984863,COAST,-17.08,-91.31,-0.01,0.0,,,"[COAST] j1=-17.08 j2=-91.31 v=(-0.010,+0.000) (cx=nan, cy=nan)"
4,1776985728.4069169,2026-04-23T23:08:48.406917Z,0.986321210861206,0.4161338806152344,COAST,-17.08,-91.31,-0.01,0.0,,,"[COAST] j1=-17.08 j2=-91.31 v=(-0.010,+0.000) (cx=nan, cy=nan)"
5,1776985728.6073377,2026-04-23T23:08:48.607338Z,1.1867420673370361,0.6165547370910645,COAST,-17.08,-91.31,-0.01,0.0,,,"[COAST] j1=-17.08 j2=-91.31 v=(-0.010,+0.000) (cx=nan, cy=nan)"
6,1776985728.796525,2026-04-23T23:08:48.796525Z,1.375929355621338,0.8057420253753662,COAST,-17.08,-91.31,-0.01,0.0,,,"[COAST] j1=-17.08 j2=-91.31 v=(-0.010,+0.000) (cx=nan, cy=nan)"
7,1776985729.0107481,2026-04-23T23:08:49.010748Z,1.5901525020599365,1.0199651718139648,COAST,-17.08,-91.31,-0.01,0.0,,,"[COAST] j1=-17.08 j2=-91.31 v=(-0.010,+0.000) (cx=nan, cy=nan)"
8,1776985729.2044258,2026-04-23T23:08:49.204426Z,1.783830165863037,1.2136428356170654,COAST,-17.08,-91.31,-0.01,0.0,,,"[COAST] j1=-17.08 j2=-91.31 v=(-0.010,+0.000) (cx=nan, cy=nan)"
9,1776985729.413189,2026-04-23T23:08:49.413189Z,1.9925932884216309,1.4224059581756592,COAST,-17.08,-91.31,-0.01,0.0,,,"[COAST] j1=-17.08 j2=-91.31 v=(-0.010,+0.000) (cx=nan, cy=nan)"
10,1776985729.6042023,2026-04-23T23:08:49.604202Z,2.1836066246032715,1.6134192943572998,COAST,-17.08,-91.31,-0.01,0.0,,,"[COAST] j1=-17.08 j2=-91.31 v=(-0.010,+0.000) (cx=nan, cy=nan)"
11,1776985729.8064563,2026-04-23T23:08:49.806456Z,2.3858606815338135,1.8156733512878418,COAST,-17.08,-91.31,-0.01,0.0,,,"[COAST] j1=-17.08 j2=-91.31 v=(-0.010,+0.000) (cx=nan, cy=nan)"
12,1776985730.0041718,2026-04-23T23:08:50.004172Z,2.583576202392578,2.0133888721466064,COAST,-17.08,-91.31,-0.01,0.0,,,"[COAST] j1=-17.08 j2=-91.31 v=(-0.010,+0.000) (cx=nan, cy=nan)"
13,1776985730.2038882,2026-04-23T23:08:50.203888Z,2.783292531967163,2.2131052017211914,COAST,-17.08,-91.31,-0.01,0.0,,,"[COAST] j1=-17.08 j2=-91.31 v=(-0.010,+0.000) (cx=nan, cy=nan)"
14,1776985730.4726777,2026-04-23T23:08:50.472678Z,3.052082061767578,2.4818947315216064,COAST,-17.08,-91.31,-0.01,0.0,,,"[COAST] j1=-17.08 j2=-91.31 v=(-0.010,+0.000) (cx=nan, cy=nan)"
15,1776985730.7407107,2026-04-23T23:08:50.740711Z,3.320115089416504,0.021809816360473633,MOVE,-18.04,-90.57,-0.956,0.744,0.82,0.25,"[MOVE] j1=-18.04 j2=-90.57 v=(-0.956,+0.744) (cx=0.82, cy=0.25)"
16,1776985731.0381167,2026-04-23T23:08:51.038117Z,3.617521047592163,0.020864248275756836,MOVE,-25.84,-85.07,-1.016,0.632,0.84,0.29,"[MOVE] j1=-25.84 j2=-85.07 v=(-1.016,+0.632) (cx=0.84, cy=0.29)"
17,1776985731.34829,2026-04-23T23:08:51.348290Z,3.927694320678711,0.01735401153564453,MOVE,-33.39,-80.77,-0.9,0.473,0.8,0.34,"[MOVE] j1=-33.39 j2=-80.77 v=(-0.900,+0.473) (cx=0.80, cy=0.34)"
18,1776985731.6508403,2026-04-23T23:08:51.650840Z,4.2302446365356445,0.023114919662475586,MOVE,-39.4,-77.92,0.164,0.0,0.45,0.47,"[MOVE] j1=-39.40 j2=-77.92 v=(+0.164,+0.000) (cx=0.45, cy=0.47)"
19,1776985732.0006409,2026-04-23T23:08:52.000641Z,4.580045223236084,0.0002105236053466797,MOVE,-35.19,-77.92,0.57,0.0,0.31,0.46,"[MOVE] j1=-35.19 j2=-77.92 v=(+0.570,+0.000) (cx=0.31, cy=0.46)"
20,1776985732.2115917,2026-04-23T23:08:52.211592Z,4.790996074676514,0.01859307289123535,MOVE,-32.23,-77.6,0.515,0.163,0.33,0.45,"[MOVE] j1=-32.23 j2=-77.60 v=(+0.515,+0.163) (cx=0.33, cy=0.45)"
21,1776985732.4246855,2026-04-23T23:08:52.424685Z,5.004089832305908,0.010637760162353516,COAST,-29.35,-76.64,0.394,0.131,,,"[COAST] j1=-29.35 j2=-76.64 v=(+0.394,+0.131) (cx=nan, cy=nan)"
22,1776985732.6987517,2026-04-23T23:08:52.698752Z,5.278156042098999,0.01458287239074707,MOVE,-27.97,-75.21,-0.159,0.506,0.55,0.33,"[MOVE] j1=-27.97 j2=-75.21 v=(-0.159,+0.506) (cx=0.55, cy=0.33)"
23,1776985732.916076,2026-04-23T23:08:52.916076Z,5.495480298995972,0.010178804397583008,MOVE,-29.05,-71.89,-0.203,0.611,0.57,0.3,"[MOVE] j1=-29.05 j2=-71.89 v=(-0.203,+0.611) (cx=0.57, cy=0.30)"
24,1776985733.104682,2026-04-23T23:08:53.104682Z,5.684086322784424,0.014934062957763672,MOVE,-30.04,-68.77,-0.18,0.624,0.56,0.29,"[MOVE] j1=-30.04 j2=-68.77 v=(-0.180,+0.624) (cx=0.56, cy=0.29)"
25,1776985733.306402,2026-04-23T23:08:53.306402Z,5.885806322097778,0.03235745429992676,MOVE,-30.35,-65.65,0.0,0.623,0.51,0.29,"[MOVE] j1=-30.35 j2=-65.65 v=(+0.000,+0.623) (cx=0.51, cy=0.29)"
26,1776985733.502493,2026-04-23T23:08:53.502493Z,6.081897258758545,0.0027985572814941406,MOVE,-30.35,-62.68,0.0,0.4,0.47,0.37,"[MOVE] j1=-30.35 j2=-62.68 v=(+0.000,+0.400) (cx=0.47, cy=0.37)"
27,1776985733.6987417,2026-04-23T23:08:53.698742Z,6.278146028518677,0.0070040225982666016,MOVE,-30.35,-61.9,0.0,0.0,0.45,0.47,"[MOVE] j1=-30.35 j2=-61.90 v=(+0.000,+0.000) (cx=0.45, cy=0.47)"
28,1776985733.9146903,2026-04-23T23:08:53.914690Z,6.494094610214233,0.034462928771972656,MOVE,-30.35,-61.9,0.0,0.0,0.48,0.55,"[MOVE] j1=-30.35 j2=-61.90 v=(+0.000,+0.000) (cx=0.48, cy=0.55)"
29,1776985734.0980265,2026-04-23T23:08:54.098027Z,6.677430868148804,0.03188586235046387,MOVE,-30.35,-62.38,0.0,0.0,0.51,0.54,"[MOVE] j1=-30.35 j2=-62.38 v=(+0.000,+0.000) (cx=0.51, cy=0.54)"
30,1776985734.3125556,2026-04-23T23:08:54.312556Z,6.89195990562439,0.026809215545654297,MOVE,-30.35,-62.38,0.0,0.0,0.52,0.48,"[MOVE] j1=-30.35 j2=-62.38 v=(+0.000,+0.000) (cx=0.52, cy=0.48)"
31,1776985734.5070965,2026-04-23T23:08:54.507097Z,7.086500883102417,0.032941579818725586,MOVE,-30.35,-62.01,0.0,0.183,0.52,0.44,"[MOVE] j1=-30.35 j2=-62.01 v=(+0.000,+0.183) (cx=0.52, cy=0.44)"
32,1776985734.712643,2026-04-23T23:08:54.712643Z,7.2920472621917725,0.017449140548706055,MOVE,-30.35,-60.78,0.0,0.203,0.5,0.43,"[MOVE] j1=-30.35 j2=-60.78 v=(+0.000,+0.203) (cx=0.50, cy=0.43)"
33,1776985734.9004915,2026-04-23T23:08:54.900491Z,7.479895830154419,0.0167236328125,MOVE,-30.88,-59.85,-0.167,0.191,0.56,0.44,"[MOVE] j1=-30.88 j2=-59.85 v=(-0.167,+0.191) (cx=0.56, cy=0.44)"
34,1776985735.1078625,2026-04-23T23:08:55.107862Z,7.687266826629639,0.03173637390136719,MOVE,-31.78,-58.91,-0.187,0.162,0.56,0.45,"[MOVE] j1=-31.78 j2=-58.91 v=(-0.187,+0.162) (cx=0.56, cy=0.45)"
35,1776985735.314059,2026-04-23T23:08:55.314059Z,7.893463373184204,0.01570892333984375,MOVE,-33.09,-57.91,-0.246,0.155,0.58,0.45,"[MOVE] j1=-33.09 j2=-57.91 v=(-0.246,+0.155) (cx=0.58, cy=0.45)"
36,1776985735.5779312,2026-04-23T23:08:55.577931Z,8.15733551979065,0.01976299285888672,MOVE,-35.31,-57.54,-0.38,0.186,0.63,0.44,"[MOVE] j1=-35.31 j2=-57.54 v=(-0.380,+0.186) (cx=0.63, cy=0.44)"
37,1776985735.8049178,2026-04-23T23:08:55.804918Z,8.384322166442871,0.02792501449584961,MOVE,-37.56,-56.06,-0.378,0.266,0.63,0.41,"[MOVE] j1=-37.56 j2=-56.06 v=(-0.378,+0.266) (cx=0.63, cy=0.41)"
38,1776985736.0105517,2026-04-23T23:08:56.010552Z,8.589956045150757,0.012315034866333008,MOVE,-40.03,-54.35,-0.44,0.249,0.65,0.42,"[MOVE] j1=-40.03 j2=-54.35 v=(-0.440,+0.249) (cx=0.65, cy=0.42)"
39,1776985736.1999705,2026-04-23T23:08:56.199970Z,8.779374837875366,0.009424448013305664,MOVE,-42.54,-53.57,-0.571,0.0,0.69,0.45,"[MOVE] j1=-42.54 j2=-53.57 v=(-0.571,+0.000) (cx=0.69, cy=0.45)"
40,1776985736.418283,2026-04-23T23:08:56.418283Z,8.997687339782715,0.007010221481323242,MOVE,-46.17,-53.57,-0.625,0.0,0.71,0.49,"[MOVE] j1=-46.17 j2=-53.57 v=(-0.625,+0.000) (cx=0.71, cy=0.49)"
41,1776985736.5973468,2026-04-23T23:08:56.597347Z,9.176751136779785,0.03359365463256836,MOVE,-48.69,-53.57,-0.631,0.0,0.71,0.51,"[MOVE] j1=-48.69 j2=-53.57 v=(-0.631,+0.000) (cx=0.71, cy=0.51)"
42,1776985736.795548,2026-04-23T23:08:56.795548Z,9.37495231628418,0.011659622192382812,MOVE,-52.32,-53.57,-0.589,0.0,0.7,0.53,"[MOVE] j1=-52.32 j2=-53.57 v=(-0.589,+0.000) (cx=0.70, cy=0.53)"
43,1776985737.0122871,2026-04-23T23:08:57.012287Z,9.591691493988037,0.00681614875793457,MOVE,-55.64,-53.94,-0.529,-0.187,0.68,0.56,"[MOVE] j1=-55.64 j2=-53.94 v=(-0.529,-0.187) (cx=0.68, cy=0.56)"
44,1776985737.21571,2026-04-23T23:08:57.215710Z,9.795114278793335,0.021876096725463867,MOVE,-58.1,-55.22,-0.465,-0.288,0.66,0.6,"[MOVE] j1=-58.10 j2=-55.22 v=(-0.465,-0.288) (cx=0.66, cy=0.60)"
45,1776985737.4079616,2026-04-23T23:08:57.407962Z,9.987365961074829,0.02555394172668457,MOVE,-60.04,-56.93,-0.359,-0.355,0.62,0.62,"[MOVE] j1=-60.04 j2=-56.93 v=(-0.359,-0.355) (cx=0.62, cy=0.62)"
46,1776985737.59933,2026-04-23T23:08:57.599330Z,10.178734302520752,0.028937816619873047,MOVE,-61.43,-58.78,-0.23,-0.373,0.58,0.62,"[MOVE] j1=-61.43 j2=-58.78 v=(-0.230,-0.373) (cx=0.58, cy=0.62)"
47,1776985737.80689,2026-04-23T23:08:57.806890Z,10.3862943649292,0.011237859725952148,MOVE,-62.59,-60.5,-0.164,-0.201,0.55,0.57,"[MOVE] j1=-62.59 j2=-60.50 v=(-0.164,-0.201) (cx=0.55, cy=0.57)"
48,1776985738.0787024,2026-04-23T23:08:58.078702Z,10.658106803894043,0.024233579635620117,MOVE,-62.9,-60.87,0.0,0.0,0.53,0.52,"[MOVE] j1=-62.90 j2=-60.87 v=(+0.000,+0.000) (cx=0.53, cy=0.52)"
49,1776985738.3007188,2026-04-23T23:08:58.300719Z,10.880123138427734,0.025826215744018555,MOVE,-62.9,-60.87,0.0,0.0,0.51,0.46,"[MOVE] j1=-62.90 j2=-60.87 v=(+0.000,+0.000) (cx=0.51, cy=0.46)"
50,1776985738.507021,2026-04-23T23:08:58.507021Z,11.086425304412842,0.010851383209228516,MOVE,-62.9,-60.87,0.0,0.0,0.51,0.48,"[MOVE] j1=-62.90 j2=-60.87 v=(+0.000,+0.000) (cx=0.51, cy=0.48)"
51,1776985738.7114193,2026-04-23T23:08:58.711419Z,11.290823698043823,0.031141996383666992,MOVE,-62.9,-61.86,0.0,-0.404,0.53,0.63,"[MOVE] j1=-62.90 j2=-61.86 v=(+0.000,-0.404) (cx=0.53, cy=0.63)"
52,1776985738.9013476,2026-04-23T23:08:58.901348Z,11.480751991271973,0.036394596099853516,MOVE,-62.9,-64.99,0.0,-0.77,0.54,0.76,"[MOVE] j1=-62.90 j2=-64.99 v=(+0.000,-0.770) (cx=0.54, cy=0.76)"
53,1776985739.1076243,2026-04-23T23:08:59.107624Z,11.687028646469116,0.017010211944580078,MOVE,-62.9,-70.78,0.0,-1.03,0.54,0.84,"[MOVE] j1=-62.90 j2=-70.78 v=(+0.000,-1.030) (cx=0.54, cy=0.84)"
54,1776985739.3046074,2026-04-23T23:08:59.304607Z,11.88401174545288,0.029286861419677734,MOVE,-62.9,-75.55,0.0,-0.855,0.54,0.79,"[MOVE] j1=-62.90 j2=-75.55 v=(+0.000,-0.855) (cx=0.54, cy=0.79)"
55,1776985739.5060072,2026-04-23T23:08:59.506007Z,12.085411548614502,0.009399652481079102,MOVE,-63.43,-79.49,-0.188,-0.486,0.56,0.66,"[MOVE] j1=-63.43 j2=-79.49 v=(-0.188,-0.486) (cx=0.56, cy=0.66)"
56,1776985739.7209976,2026-04-23T23:08:59.720998Z,12.30040192604065,0.035944461822509766,MOVE,-64.56,-80.37,-0.233,0.0,0.58,0.53,"[MOVE] j1=-64.56 j2=-80.37 v=(-0.233,+0.000) (cx=0.58, cy=0.53)"
57,1776985740.0157387,2026-04-23T23:09:00.015739Z,12.59514307975769,0.031239986419677734,MOVE,-64.74,-82.49,0.0,0.468,0.52,0.34,"[MOVE] j1=-64.74 j2=-82.49 v=(+0.000,+0.468) (cx=0.52, cy=0.34)"
58,1776985740.20184,2026-04-23T23:09:00.201840Z,12.781244277954102,0.029634952545166016,MOVE,-64.74,-79.95,0.0,0.511,0.48,0.33,"[MOVE] j1=-64.74 j2=-79.95 v=(+0.000,+0.511) (cx=0.48, cy=0.33)"
59,1776985740.4501586,2026-04-23T23:09:00.450159Z,13.029562950134277,0.012031793594360352,MOVE,-63.54,-75.82,0.33,0.598,0.39,0.3,"[MOVE] j1=-63.54 j2=-75.82 v=(+0.330,+0.598) (cx=0.39, cy=0.30)"
60,1776985740.777446,2026-04-23T23:09:00.777446Z,13.356850385665894,0.03600454330444336,MOVE,-59.62,-72.39,0.633,0.2,0.29,0.43,"[MOVE] j1=-59.62 j2=-72.39 v=(+0.633,+0.200) (cx=0.29, cy=0.43)"
61,1776985741.012726,2026-04-23T23:09:01.012726Z,13.592130422592163,0.03454995155334473,MOVE,-55.84,-69.79,0.877,0.0,0.21,0.53,"[MOVE] j1=-55.84 j2=-69.79 v=(+0.877,+0.000) (cx=0.21, cy=0.53)"
62,1776985741.2218099,2026-04-23T23:09:01.221810Z,13.801214218139648,0.011990547180175781,MOVE,-50.83,-70.25,0.832,-0.27,0.22,0.59,"[MOVE] j1=-50.83 j2=-70.25 v=(+0.832,-0.270) (cx=0.22, cy=0.59)"
63,1776985741.5495977,2026-04-23T23:09:01.549598Z,14.129002094268799,0.005737781524658203,MOVE,-43.82,-73.54,0.726,-0.382,0.26,0.63,"[MOVE] j1=-43.82 j2=-73.54 v=(+0.726,-0.382) (cx=0.26, cy=0.63)"
64,1776985741.815914,2026-04-23T23:09:01.815914Z,14.395318269729614,0.006010293960571289,MOVE,-38.97,-75.86,0.667,-0.25,0.28,0.58,"[MOVE] j1=-38.97 j2=-75.86 v=(+0.667,-0.250) (cx=0.28, cy=0.58)"
65,1776985742.009428,2026-04-23T23:09:02.009428Z,14.588832378387451,0.014909744262695312,MOVE,-35.99,-76.45,0.565,0.0,0.31,0.53,"[MOVE] j1=-35.99 j2=-76.45 v=(+0.565,+0.000) (cx=0.31, cy=0.53)"
66,1776985742.2227688,2026-04-23T23:09:02.222769Z,14.802173137664795,0.002816438674926758,MOVE,-32.83,-76.09,0.498,0.183,0.33,0.44,"[MOVE] j1=-32.83 j2=-76.09 v=(+0.498,+0.183) (cx=0.33, cy=0.44)"
67,1776985742.5396152,2026-04-23T23:09:02.539615Z,15.119019508361816,0.017132043838500977,MOVE,-29.3,-74.25,0.401,0.224,0.37,0.43,"[MOVE] j1=-29.30 j2=-74.25 v=(+0.401,+0.224) (cx=0.37, cy=0.43)"
68,1776985742.841384,2026-04-23T23:09:02.841384Z,15.420788288116455,0.012369394302368164,MOVE,-26.12,-72.42,0.387,0.224,0.37,0.43,"[MOVE] j1=-26.12 j2=-72.42 v=(+0.387,+0.224) (cx=0.37, cy=0.43)"
69,1776985743.1061716,2026-04-23T23:09:03.106172Z,15.68557596206665,0.01751565933227539,MOVE,-23.76,-71.2,0.283,0.15,0.41,0.45,"[MOVE] j1=-23.76 j2=-71.20 v=(+0.283,+0.150) (cx=0.41, cy=0.45)"
70,1776985743.3112617,2026-04-23T23:09:03.311262Z,15.890666007995605,0.0015683174133300781,MOVE,-22.63,-70.23,0.151,0.263,0.45,0.41,"[MOVE] j1=-22.63 j2=-70.23 v=(+0.151,+0.263) (cx=0.45, cy=0.41)"
71,1776985743.50857,2026-04-23T23:09:03.508570Z,16.087974309921265,0.010407209396362305,MOVE,-22.63,-68.01,0.0,0.481,0.48,0.34,"[MOVE] j1=-22.63 j2=-68.01 v=(+0.000,+0.481) (cx=0.48, cy=0.34)"
72,1776985743.7162137,2026-04-23T23:09:03.716214Z,16.295618057250977,0.021780967712402344,MOVE,-22.63,-65.01,0.0,0.667,0.5,0.28,"[MOVE] j1=-22.63 j2=-65.01 v=(+0.000,+0.667) (cx=0.50, cy=0.28)"
73,1776985743.9751751,2026-04-23T23:09:03.975175Z,16.554579496383667,0.02305459976196289,MOVE,-22.63,-59.49,0.0,0.876,0.46,0.21,"[MOVE] j1=-22.63 j2=-59.49 v=(+0.000,+0.876) (cx=0.46, cy=0.21)"
74,1776985744.2127097,2026-04-23T23:09:04.212710Z,16.79211401939392,0.030419588088989258,MOVE,-22.63,-54.82,0.0,0.689,0.45,0.27,"[MOVE] j1=-22.63 j2=-54.82 v=(+0.000,+0.689) (cx=0.45, cy=0.27)"
75,1776985744.4081223,2026-04-23T23:09:04.408122Z,16.987526655197144,0.0003108978271484375,MOVE,-22.12,-51.47,0.0,0.494,0.46,0.34,"[MOVE] j1=-22.12 j2=-51.47 v=(+0.000,+0.494) (cx=0.46, cy=0.34)"
76,1776985744.614205,2026-04-23T23:09:04.614205Z,17.1936092376709,0.01493072509765625,MOVE,-22.12,-47.88,0.0,0.957,0.52,0.18,"[MOVE] j1=-22.12 j2=-47.88 v=(+0.000,+0.957) (cx=0.52, cy=0.18)"
77,1776985744.8078053,2026-04-23T23:09:04.807805Z,17.38720965385437,0.020466327667236328,MOVE,-22.79,-47.38,-0.28,-0.471,0.59,0.66,"[MOVE] j1=-22.79 j2=-47.38 v=(-0.280,-0.471) (cx=0.59, cy=0.66)"
78,1776985745.0417933,2026-04-23T23:09:05.041793Z,17.62119770050049,0.02376389503479004,MOVE,-24.92,-49.59,0.174,0.0,0.44,0.5,"[MOVE] j1=-24.92 j2=-49.59 v=(+0.174,+0.000) (cx=0.44, cy=0.50)"
79,1776985745.3109577,2026-04-23T23:09:05.310958Z,17.89036202430725,0.02744150161743164,MOVE,-26.32,-52.91,-0.299,-0.578,0.6,0.69,"[MOVE] j1=-26.32 j2=-52.91 v=(-0.299,-0.578) (cx=0.60, cy=0.69)"
80,1776985745.5325105,2026-04-23T23:09:05.532511Z,18.11191487312317,0.0162506103515625,MOVE,-30.35,-55.26,-0.883,-0.244,0.79,0.58,"[MOVE] j1=-30.35 j2=-55.26 v=(-0.883,-0.244) (cx=0.79, cy=0.58)"
81,1776985745.832071,2026-04-23T23:09:05.832071Z,18.41147541999817,0.015430927276611328,MOVE,-38.3,-55.43,-1.056,0.161,0.85,0.45,"[MOVE] j1=-38.30 j2=-55.43 v=(-1.056,+0.161) (cx=0.85, cy=0.45)"
82,1776985746.1030016,2026-04-23T23:09:06.103002Z,18.682405948638916,0.028439760208129883,MOVE,-45.53,-54.13,-0.99,0.156,0.83,0.45,"[MOVE] j1=-45.53 j2=-54.13 v=(-0.990,+0.156) (cx=0.83, cy=0.45)"
83,1776985746.3137748,2026-04-23T23:09:06.313775Z,18.893179178237915,0.0132293701171875,MOVE,-50.94,-54.13,-0.82,0.0,0.77,0.47,"[MOVE] j1=-50.94 j2=-54.13 v=(-0.820,+0.000) (cx=0.77, cy=0.47)"
84,1776985746.5375023,2026-04-23T23:09:06.537502Z,19.11690664291382,0.01738262176513672,MOVE,-54.73,-54.13,-0.491,0.0,0.66,0.52,"[MOVE] j1=-54.73 j2=-54.13 v=(-0.491,+0.000) (cx=0.66, cy=0.52)"
85,1776985746.8161829,2026-04-23T23:09:06.816183Z,19.39558720588684,0.0003592967987060547,MOVE,-57.37,-54.82,-0.229,-0.18,0.58,0.56,"[MOVE] j1=-57.37 j2=-54.82 v=(-0.229,-0.180) (cx=0.58, cy=0.56)"
86,1776985746.995736,2026-04-23T23:09:06.995736Z,19.575140237808228,0.02463221549987793,MOVE,-57.55,-55.62,0.0,-0.204,0.54,0.57,"[MOVE] j1=-57.55 j2=-55.62 v=(+0.000,-0.204) (cx=0.54, cy=0.57)"
87,1776985747.2014077,2026-04-23T23:09:07.201408Z,19.78081202507019,0.009437322616577148,MOVE,-57.55,-56.89,0.0,-0.215,0.53,0.57,"[MOVE] j1=-57.55 j2=-56.89 v=(+0.000,-0.215) (cx=0.53, cy=0.57)"
88,1776985747.405252,2026-04-23T23:09:07.405252Z,19.98465633392334,0.028627634048461914,MOVE,-57.55,-58.14,0.0,-0.275,0.53,0.59,"[MOVE] j1=-57.55 j2=-58.14 v=(+0.000,-0.275) (cx=0.53, cy=0.59)"
89,1776985747.6062117,2026-04-23T23:09:07.606212Z,20.18561601638794,0.007930517196655273,MOVE,-57.55,-60.14,0.0,-0.403,0.55,0.63,"[MOVE] j1=-57.55 j2=-60.14 v=(+0.000,-0.403) (cx=0.55, cy=0.63)"
90,1776985747.799026,2026-04-23T23:09:07.799026Z,20.378430366516113,0.013295650482177734,MOVE,-58.45,-62.46,-0.198,-0.476,0.57,0.66,"[MOVE] j1=-58.45 j2=-62.46 v=(-0.198,-0.476) (cx=0.57, cy=0.66)"
91,1776985747.999203,2026-04-23T23:09:07.999203Z,20.578607320785522,0.025066852569580078,MOVE,-59.53,-64.88,-0.219,-0.485,0.57,0.66,"[MOVE] j1=-59.53 j2=-64.88 v=(-0.219,-0.485) (cx=0.57, cy=0.66)"
92,1776985748.198642,2026-04-23T23:09:08.198642Z,20.778046369552612,0.03090953826904297,MOVE,-60.6,-67.18,-0.203,-0.447,0.57,0.65,"[MOVE] j1=-60.60 j2=-67.18 v=(-0.203,-0.447) (cx=0.57, cy=0.65)"
93,1776985748.403333,2026-04-23T23:09:08.403333Z,20.98273730278015,0.011068344116210938,MOVE,-61.63,-69.71,-0.158,-0.401,0.55,0.63,"[MOVE] j1=-61.63 j2=-69.71 v=(-0.158,-0.401) (cx=0.55, cy=0.63)"
94,1776985748.5934186,2026-04-23T23:09:08.593419Z,21.172822952270508,0.017481088638305664,MOVE,-62.39,-71.59,-0.15,-0.353,0.55,0.62,"[MOVE] j1=-62.39 j2=-71.59 v=(-0.150,-0.353) (cx=0.55, cy=0.62)"
